"MinTemp","MaxTemp","Rainfall","WindGustSpeed","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainTomorrow"
"21.1","31.9","0.0","43.0","11.0","17.0","61.0","42.0","1015.4","1013.1","2.0","7.0","25.2","30.6","0"
"17.9","21.4","0.0","24.0","17.0","9.0","88.0","79.0","1017.6","1015.9","7.0","8.0","18.7","21.0","1"
"16.4","25.3","11.2","24.0","11.0","13.0","98.0","56.0","1019.3","1017.8","8.0","6.0","17.0","23.6","0"
"13.1","26.3","0.0","28.0","13.0","13.0","71.0","38.0","1020.8","1017.7","1.0","2.0","19.2","26.1","0"
"15.6","27.0","0.0","37.0","24.0","19.0","60.0","39.0","1020.9","1017.4","1.0","6.0","20.4","26.9","0"
"15.4","28.3","0.0","37.0","26.0","17.0","55.0","34.0","1020.1","1015.8","3.0","6.0","20.1","27.6","0"
"17.5","29.4","0.0","37.0","20.0","9.0","44.0","32.0","1017.6","1013.7","7.0","7.0","23.5","28.6","0"
"20.6","26.5","0.0","46.0","19.0","19.0","50.0","94.0","1012.3","1009.2","7.0","7.0","23.2","18.6","1"
"15.6","19.9","10.0","37.0","9.0","19.0","97.0","78.0","1009.4","1009.0","8.0","8.0","18.4","19.2","0"
"15.0","23.9","0.2","28.0","17.0","13.0","76.0","54.0","1013.8","1012.0","4.0","3.0","16.8","23.2","0"
"13.6","25.6","0.2","28.0","17.0","15.0","63.0","35.0","1016.5","1013.7","5.0","2.0","19.1","25.2","0"
"13.5","25.0","0.0","30.0","19.0","15.0","66.0","30.0","1017.6","1015.2","0.0","4.0","18.1","24.5","0"
"12.9","23.6","0.0","30.0","19.0","13.0","67.0","36.0","1019.0","1016.5","6.0","6.0","16.8","22.4","0"
"12.4","24.2","0.0","26.0","15.0","9.0","54.0","32.0","1019.6","1017.0","1.0","6.0","18.6","23.8","0"
"10.7","25.1","0.0","33.0","6.0","17.0","50.0","26.0","1021.0","1018.0","1.0","0.0","18.2","24.4","0"
"10.6","26.2","0.0","48.0","0.0","15.0","46.0","26.0","1019.1","1015.5","1.0","3.0","20.5","25.4","0"
"11.5","21.1","0.0","35.0","13.0","15.0","48.0","23.0","1019.8","1016.4","0.0","1.0","16.3","20.8","0"
"7.9","21.3","0.0","28.0","6.0","13.0","39.0","26.0","1019.9","1017.0","1.0","0.0","15.8","20.4","0"
"9.1","23.8","0.0","19.0","11.0","9.0","39.0","25.0","1021.5","1017.6","5.0","7.0","16.8","23.3","0"
"10.9","26.2","0.0","26.0","15.0","9.0","39.0","22.0","1019.3","1015.9","7.0","7.0","17.6","25.8","0"
"13.1","29.1","0.0","28.0","17.0","9.0","32.0","19.0","1017.3","1013.8","1.0","1.0","20.4","28.8","0"
"14.2","28.7","0.0","28.0","7.0","15.0","33.0","18.0","1014.9","1012.3","7.0","1.0","20.0","27.8","0"
"12.9","30.5","0.0","33.0","9.0","17.0","42.0","14.0","1016.9","1012.7","1.0","1.0","20.8","29.5","0"
"17.4","24.2","0.0","31.0","13.0","17.0","33.0","84.0","1015.5","1015.6","7.0","8.0","21.2","17.0","1"
"12.5","25.3","4.8","24.0","9.0","13.0","84.0","38.0","1020.5","1017.2","2.0","2.0","16.1","24.7","0"
"13.2","27.0","0.0","33.0","17.0","15.0","69.0","39.0","1021.9","1017.5","1.0","4.0","19.3","26.3","0"
"15.8","26.7","0.0","41.0","24.0","20.0","59.0","40.0","1015.8","1011.7","7.0","7.0","20.6","26.6","1"
"13.3","20.0","3.4","39.0","19.0","19.0","79.0","38.0","1017.4","1015.2","5.0","1.0","13.9","19.3","0"
"4.7","19.2","0.0","28.0","7.0","13.0","66.0","37.0","1017.8","1014.1","1.0","5.0","12.8","18.0","0"
"8.0","18.5","0.0","65.0","15.0","17.0","55.0","39.0","1010.7","1003.9","7.0","7.0","13.3","16.9","1"
"7.2","12.0","10.0","48.0","26.0","24.0","79.0","64.0","1005.1","1004.1","8.0","7.0","7.9","10.9","1"
"7.6","13.9","3.8","41.0","20.0","24.0","86.0","51.0","1013.7","1014.3","8.0","7.0","10.0","13.1","0"
"4.0","15.8","0.0","26.0","9.0","15.0","58.0","43.0","1023.0","1021.2","6.0","7.0","11.8","14.6","0"
"9.5","18.4","0.0","26.0","2.0","15.0","67.0","43.0","1024.7","1021.5","7.0","7.0","11.5","17.9","0"
"6.3","17.9","0.0","20.0","7.0","9.0","74.0","38.0","1024.0","1021.0","3.0","1.0","11.3","17.2","0"
"8.7","21.2","0.0","30.0","20.0","15.0","63.0","39.0","1023.6","1020.3","1.0","1.0","13.5","20.4","0"
"11.0","21.5","0.0","35.0","19.0","19.0","64.0","48.0","1023.2","1020.0","7.0","7.0","13.4","20.3","0"
"13.3","19.9","0.0","31.0","17.0","15.0","51.0","59.0","1021.0","1019.3","7.0","8.0","16.8","18.8","0"
"8.5","19.7","0.6","31.0","13.0","15.0","88.0","41.0","1025.0","1023.8","1.0","1.0","13.3","19.2","0"
"8.7","21.8","0.0","28.0","17.0","15.0","71.0","36.0","1028.3","1025.2","1.0","1.0","14.5","21.4","0"
"11.0","23.3","0.0","30.0","19.0","9.0","66.0","46.0","1027.5","1024.1","3.0","3.0","15.3","22.7","0"
"12.2","24.6","0.0","33.0","20.0","15.0","56.0","29.0","1026.6","1023.3","3.0","6.0","16.9","22.2","0"
"10.5","24.2","0.0","26.0","17.0","7.0","48.0","24.0","1026.8","1023.9","1.0","1.0","16.6","23.0","0"
"12.7","25.6","0.0","28.0","11.0","13.0","58.0","25.0","1028.1","1025.5","5.0","7.0","16.8","23.5","0"
"15.7","24.6","0.0","30.0","19.0","13.0","44.0","27.0","1028.9","1025.8","7.0","7.0","17.5","23.0","0"
"15.6","25.4","0.0","30.0","17.0","17.0","48.0","30.0","1027.0","1023.7","7.0","7.0","17.3","23.1","0"
"13.0","25.3","0.0","26.0","20.0","6.0","50.0","31.0","1025.6","1022.7","7.0","7.0","17.9","24.3","0"
"14.4","24.1","0.0","20.0","11.0","4.0","53.0","32.0","1024.4","1021.6","8.0","7.0","17.1","24.1","0"
"12.7","25.9","0.0","20.0","0.0","6.0","54.0","31.0","1025.0","1021.9","1.0","1.0","17.7","25.2","0"
"12.4","25.8","0.0","24.0","15.0","6.0","50.0","30.0","1023.6","1018.9","6.0","6.0","18.6","25.1","0"
"14.0","26.8","0.0","50.0","13.0","15.0","48.0","23.0","1019.1","1014.9","2.0","1.0","18.6","25.8","0"
"13.0","27.6","0.0","24.0","9.0","13.0","39.0","24.0","1017.7","1014.9","1.0","2.0","19.7","26.7","0"
"14.1","27.0","0.0","26.0","6.0","13.0","47.0","29.0","1019.9","1018.3","2.0","7.0","21.0","25.8","0"
"13.9","28.6","0.0","43.0","20.0","24.0","46.0","25.0","1021.7","1017.7","7.0","7.0","19.6","27.3","0"
"18.6","25.8","0.0","54.0","20.0","11.0","38.0","84.0","1014.0","1010.0","7.0","7.0","19.3","17.3","1"
"10.4","20.6","1.4","31.0","7.0","20.0","65.0","43.0","1017.8","1017.1","5.0","3.0","14.9","19.4","0"
"8.1","20.6","0.0","20.0","9.0","9.0","69.0","37.0","1024.0","1021.4","1.0","6.0","14.0","20.1","0"
"7.2","20.2","0.0","20.0","17.0","6.0","73.0","36.0","1023.8","1020.6","7.0","6.0","11.2","19.8","0"
"10.3","22.6","0.6","54.0","19.0","15.0","83.0","54.0","1019.6","1014.9","7.0","7.0","13.8","21.9","1"
"24.2","34.9","0.0","43.0","13.0","22.0","44.0","27.0","1006.4","1006.9","1.0","1.0","30.0","33.5","0"
"17.2","37.2","0.0","31.0","17.0","7.0","46.0","25.0","1011.9","1008.8","1.0","2.0","22.4","35.4","0"
"22.4","37.9","0.0","39.0","17.0","22.0","47.0","21.0","1011.8","1009.6","0.0","1.0","26.8","36.1","0"
"21.0","35.1","0.0","50.0","11.0","15.0","19.0","17.0","1013.6","1010.8","1.0","2.0","26.7","33.4","0"
"17.9","26.5","0.0","54.0","30.0","22.0","48.0","17.0","1014.5","1012.5","1.0","2.0","19.1","25.3","0"
"11.5","27.0","0.0","39.0","19.0","24.0","22.0","8.0","1013.6","1010.7","1.0","2.0","17.3","25.7","0"
"13.8","30.2","0.0","30.0","9.0","9.0","39.0","26.0","1011.7","1009.3","1.0","2.0","21.4","28.2","0"
"18.5","33.2","0.0","50.0","13.0","15.0","41.0","18.0","1011.8","1009.3","1.0","1.0","22.6","30.7","0"
"18.2","34.5","0.0","33.0","9.0","13.0","29.0","14.0","1012.0","1010.0","0.0","5.0","23.2","32.9","0"
"20.2","36.0","0.0","31.0","13.0","9.0","26.0","12.0","1013.9","1010.8","2.0","1.0","24.3","35.3","0"
"21.9","35.2","0.0","35.0","20.0","9.0","56.0","32.0","1014.1","1011.2","0.0","5.0","24.9","32.9","0"
"19.1","34.4","0.0","41.0","6.0","9.0","56.0","21.0","1014.7","1012.3","1.0","1.0","24.8","32.3","0"
"16.8","30.7","0.0","39.0","13.0","15.0","31.0","15.0","1016.3","1013.5","1.0","1.0","19.9","29.1","0"
"17.6","32.3","0.0","31.0","22.0","9.0","55.0","39.0","1016.4","1012.2","0.0","1.0","20.7","30.3","0"
"16.6","31.9","0.0","43.0","6.0","24.0","22.0","18.0","1010.5","1008.9","1.0","1.0","21.7","30.6","0"
"17.3","31.9","0.0","39.0","22.0","13.0","51.0","21.0","1013.3","1010.0","1.0","1.0","19.9","31.1","0"
"19.9","29.1","0.0","37.0","11.0","15.0","34.0","40.0","1010.9","1007.6","7.0","7.0","23.1","27.2","0"
"21.4","33.9","0.0","46.0","13.0","28.0","33.0","22.0","1005.9","1005.2","1.0","0.0","26.3","32.7","0"
"19.0","37.9","0.0","33.0","17.0","9.0","40.0","15.0","1011.4","1009.1","0.0","1.0","24.2","35.6","0"
"23.3","30.7","0.0","46.0","26.0","24.0","38.0","21.0","1014.1","1014.0","2.0","2.0","23.5","30.6","0"
"14.1","31.8","0.0","46.0","15.0","13.0","35.0","28.0","1018.5","1016.0","1.0","1.0","17.0","29.3","0"
"16.9","32.9","0.0","39.0","20.0","11.0","56.0","33.0","1017.6","1013.8","1.0","1.0","21.4","31.6","0"
"21.3","35.5","0.0","35.0","24.0","9.0","51.0","22.0","1014.0","1010.0","2.0","3.0","24.1","33.5","0"
"20.8","28.2","0.0","43.0","20.0","26.0","39.0","27.0","1012.3","1011.8","5.0","1.0","21.6","26.9","0"
"10.0","24.2","0.0","41.0","9.0","13.0","43.0","20.0","1017.8","1015.7","1.0","1.0","14.2","22.2","0"
"10.5","23.4","0.0","43.0","7.0","20.0","33.0","25.0","1020.8","1020.4","1.0","1.0","15.5","22.9","0"
"8.8","23.4","0.0","33.0","11.0","20.0","40.0","24.0","1024.9","1021.5","0.0","1.0","13.0","21.6","0"
"10.9","26.4","0.0","30.0","13.0","11.0","40.0","21.0","1023.7","1020.3","1.0","5.0","16.5","24.7","0"
"12.8","29.2","0.0","24.0","13.0","9.0","24.0","14.0","1021.7","1020.0","7.0","7.0","19.7","28.7","0"
"15.2","30.9","0.0","30.0","9.0","11.0","41.0","17.0","1022.5","1019.2","6.0","3.0","18.4","28.8","0"
"16.1","29.8","0.0","31.0","11.0","2.0","35.0","16.0","1022.3","1019.3","0.0","1.0","21.0","29.2","0"
"17.0","30.9","0.0","30.0","19.0","11.0","57.0","26.0","1020.7","1016.9","1.0","6.0","20.7","29.6","0"
"20.6","30.2","0.0","33.0","20.0","17.0","48.0","41.0","1018.1","1016.3","6.0","7.0","23.0","27.0","0"
"18.8","26.5","0.8","41.0","13.0","11.0","49.0","34.0","1018.6","1017.3","7.0","8.0","19.2","24.6","0"
"17.4","27.4","0.0","33.0","11.0","7.0","79.0","45.0","1016.7","1012.6","3.0","7.0","19.4","25.6","1"
"13.8","27.5","1.4","35.0","4.0","9.0","75.0","31.0","1012.3","1007.9","1.0","2.0","19.7","26.1","1"
"15.5","26.7","4.4","39.0","4.0","24.0","93.0","37.0","1007.3","1002.2","7.0","6.0","16.5","25.7","0"
"10.2","16.7","0.0","44.0","22.0","22.0","66.0","39.0","1012.7","1013.5","6.0","7.0","11.5","15.6","0"
"10.3","21.0","0.2","43.0","20.0","20.0","60.0","23.0","1021.7","1020.0","1.0","1.0","12.6","20.3","0"
"8.5","23.8","0.0","39.0","9.0","17.0","57.0","23.0","1023.5","1019.0","0.0","0.0","14.8","22.5","0"
"10.5","24.4","0.0","24.0","13.0","7.0","53.0","23.0","1022.1","1019.3","6.0","7.0","16.3","23.4","0"
"12.9","26.9","0.0","24.0","17.0","9.0","52.0","24.0","1020.6","1016.8","1.0","1.0","18.8","26.2","0"
"13.7","26.5","0.0","20.0","9.0","9.0","43.0","19.0","1019.2","1016.1","7.0","7.0","19.7","26.0","0"
"14.0","27.8","0.0","24.0","13.0","7.0","43.0","22.0","1020.4","1016.7","7.0","6.0","20.7","27.5","0"
"19.1","31.9","0.0","30.0","20.0","11.0","38.0","20.0","1019.2","1016.4","1.0","7.0","22.0","30.4","0"
"20.5","29.6","0.0","30.0","17.0","11.0","37.0","28.0","1020.9","1020.1","7.0","7.0","25.5","28.9","0"
"17.4","33.8","0.0","41.0","9.0","9.0","48.0","24.0","1023.4","1019.1","3.0","7.0","24.5","32.9","0"
"19.7","32.6","0.6","43.0","20.0","28.0","51.0","17.0","1021.5","1015.0","8.0","0.0","20.9","31.8","0"
"20.6","22.2","0.0","44.0","17.0","11.0","66.0","90.0","1016.4","1015.6","8.0","8.0","22.0","18.0","1"
"12.0","17.4","2.6","43.0","15.0","24.0","85.0","32.0","1022.9","1023.3","8.0","2.0","14.3","17.1","0"
"5.2","13.4","0.0","56.0","20.0","26.0","63.0","55.0","1027.6","1024.5","2.0","7.0","9.8","11.8","1"
"8.8","18.4","8.8","37.0","17.0","20.0","67.0","40.0","1024.7","1022.0","6.0","2.0","11.3","17.8","0"
"8.2","21.8","0.0","37.0","17.0","17.0","54.0","31.0","1020.4","1015.8","6.0","1.0","14.0","21.7","0"
"10.1","23.6","0.0","26.0","9.0","15.0","57.0","37.0","1015.1","1010.9","1.0","7.0","15.7","22.4","0"
"12.7","23.6","0.0","35.0","13.0","22.0","64.0","35.0","1010.5","1007.5","5.0","1.0","17.6","22.4","0"
"11.2","19.6","0.0","59.0","13.0","24.0","60.0","34.0","1009.2","1006.9","1.0","8.0","15.0","17.7","0"
"7.3","17.9","1.0","41.0","19.0","28.0","89.0","42.0","1017.9","1017.6","7.0","1.0","10.8","16.8","0"
"6.5","17.5","0.0","31.0","19.0","15.0","57.0","36.0","1023.4","1021.1","1.0","0.0","11.9","16.6","0"
"6.3","18.3","0.0","28.0","9.0","15.0","55.0","31.0","1025.9","1022.5","5.0","1.0","12.5","17.5","0"
"5.5","22.1","0.0","33.0","19.0","15.0","60.0","20.0","1025.8","1022.2","0.0","1.0","14.3","20.8","0"
"13.0","19.0","0.0","35.0","22.0","15.0","69.0","49.0","1024.9","1022.3","7.0","7.0","14.8","18.3","0"
"12.6","23.3","0.0","39.0","17.0","19.0","72.0","44.0","1023.6","1019.9","1.0","8.0","16.1","21.6","0"
"10.5","26.0","0.0","28.0","13.0","17.0","60.0","37.0","1018.8","1014.6","2.0","7.0","17.2","24.8","0"
"11.6","24.8","0.0","37.0","11.0","17.0","55.0","31.0","1017.8","1015.1","1.0","0.0","17.7","24.1","0"
"10.1","25.5","0.0","28.0","9.0","13.0","43.0","20.0","1017.0","1013.3","0.0","0.0","17.4","25.2","0"
"11.2","27.0","0.0","54.0","22.0","26.0","38.0","27.0","1011.2","1009.3","1.0","0.0","21.1","24.8","0"
"7.4","18.3","0.0","31.0","11.0","17.0","46.0","29.0","1020.3","1018.6","0.0","0.0","11.9","17.7","0"
"6.8","18.3","0.0","39.0","11.0","20.0","57.0","27.0","1023.8","1021.7","7.0","1.0","11.9","17.8","0"
"5.2","17.8","0.0","28.0","13.0","17.0","61.0","34.0","1024.4","1020.5","0.0","1.0","11.5","17.6","0"
"4.0","18.8","0.0","28.0","9.0","13.0","55.0","33.0","1022.4","1018.8","1.0","1.0","12.2","18.2","0"
"7.4","20.5","0.0","48.0","15.0","24.0","43.0","29.0","1018.0","1013.9","1.0","2.0","15.1","20.0","0"
"10.2","19.5","0.0","33.0","19.0","19.0","69.0","45.0","1019.4","1017.8","7.0","2.0","13.9","19.2","0"
"11.2","21.0","0.0","37.0","11.0","17.0","59.0","38.0","1020.3","1016.6","7.0","6.0","15.6","20.0","0"
"9.4","13.7","0.0","52.0","26.0","30.0","54.0","28.0","1023.2","1024.6","5.0","4.0","10.2","12.6","0"
"3.0","16.2","0.0","39.0","17.0","20.0","63.0","26.0","1032.3","1029.8","0.0","0.0","7.9","15.6","0"
"4.7","19.5","0.0","52.0","17.0","11.0","65.0","31.0","1032.7","1028.9","0.0","0.0","10.5","19.1","0"
"8.2","22.0","0.0","30.0","19.0","13.0","54.0","33.0","1033.0","1029.7","1.0","1.0","14.7","21.9","0"
"9.0","23.1","0.0","33.0","22.0","7.0","63.0","36.0","1032.3","1028.8","2.0","3.0","15.1","22.1","0"
"11.4","24.1","0.0","28.0","13.0","17.0","55.0","38.0","1027.9","1022.5","5.0","5.0","17.1","22.5","1"
"14.5","22.5","5.4","43.0","15.0","17.0","86.0","66.0","1017.5","1013.4","5.0","5.0","16.4","21.1","1"
"12.9","20.2","7.6","46.0","9.0","11.0","73.0","63.0","1016.7","1016.2","1.0","8.0","17.5","18.6","0"
"8.6","15.4","0.2","37.0","9.0","17.0","89.0","95.0","1019.8","1018.4","4.0","7.0","12.1","11.3","1"
"8.1","13.6","25.6","31.0","19.0","17.0","89.0","79.0","1024.0","1024.2","8.0","2.0","9.0","12.4","0"
"5.3","18.4","0.0","24.0","9.0","9.0","71.0","42.0","1029.7","1027.2","1.0","3.0","11.2","18.1","0"
"6.2","18.6","0.0","28.0","13.0","11.0","63.0","47.0","1030.2","1028.4","4.0","7.0","11.9","17.9","0"
"8.4","21.2","0.0","24.0","15.0","6.0","54.0","40.0","1030.9","1027.1","3.0","7.0","13.4","20.5","0"
"11.3","19.4","0.0","20.0","15.0","9.0","69.0","49.0","1028.7","1025.2","7.0","5.0","14.3","19.0","0"
"12.1","16.2","0.0","20.0","9.0","4.0","79.0","81.0","1024.3","1022.0","7.0","7.0","13.4","16.0","1"
"12.6","21.4","3.6","30.0","13.0","15.0","87.0","49.0","1023.1","1019.5","7.0","7.0","15.1","20.9","1"
"14.5","18.0","6.8","17.0","9.0","6.0","96.0","72.0","1023.9","1022.2","8.0","7.0","14.8","18.0","0"
"13.6","14.5","0.0","19.0","11.0","9.0","82.0","97.0","1022.9","1019.9","8.0","8.0","14.0","13.7","1"
"10.8","13.5","18.8","22.0","11.0","11.0","97.0","70.0","1019.2","1017.4","8.0","1.0","11.1","13.1","1"
"22.4","37.1","0.0","41.0","26.0","13.0","39.0","12.0","1016.4","1014.6","0.0","1.0","25.9","36.3","0"
"24.5","38.0","0.0","31.0","19.0","13.0","36.0","17.0","1017.6","1015.5","5.0","7.0","28.4","37.2","0"
"24.8","39.4","0.0","50.0","19.0","15.0","27.0","14.0","1018.3","1015.2","2.0","5.0","29.7","37.5","0"
"25.1","37.7","0.0","52.0","22.0","11.0","50.0","27.0","1016.9","1014.1","7.0","1.0","26.9","34.9","1"
"22.7","38.0","2.4","24.0","15.0","11.0","42.0","25.0","1017.6","1015.2","0.0","0.0","27.4","36.2","0"
"24.3","38.3","0.0","31.0","15.0","17.0","30.0","15.0","1017.7","1014.9","0.0","0.0","29.1","37.7","0"
"22.6","37.4","0.0","35.0","22.0","17.0","33.0","17.0","1017.9","1015.2","1.0","1.0","27.4","36.7","0"
"23.0","37.6","0.0","33.0","15.0","13.0","32.0","19.0","1018.1","1015.6","0.0","4.0","29.2","36.7","0"
"23.7","36.5","0.0","39.0","20.0","17.0","42.0","26.0","1017.9","1014.8","6.0","6.0","27.5","34.4","0"
"24.4","36.4","0.0","43.0","20.0","20.0","40.0","26.0","1017.5","1014.8","7.0","7.0","26.6","34.0","0"
"25.8","38.4","0.0","50.0","15.0","17.0","39.0","22.0","1015.3","1012.5","7.0","6.0","28.9","38.3","1"
"22.1","37.0","4.8","26.0","9.0","15.0","54.0","27.0","1017.2","1015.1","2.0","3.0","28.1","35.4","0"
"23.4","30.4","0.0","28.0","11.0","17.0","67.0","66.0","1015.2","1014.0","8.0","8.0","25.1","26.6","0"
"22.3","33.0","1.0","44.0","17.0","22.0","61.0","31.0","1014.1","1011.9","7.0","7.0","24.7","32.7","1"
"19.6","24.8","22.4","33.0","20.0","13.0","81.0","91.0","1014.6","1013.1","7.0","7.0","20.0","21.1","1"
"18.7","29.9","35.0","33.0","19.0","6.0","70.0","49.0","1012.1","1007.9","2.0","7.0","21.9","29.3","0"
"21.9","27.5","1.0","59.0","11.0","31.0","78.0","62.0","1004.1","1005.1","7.0","3.0","23.6","21.5","1"
"11.1","21.5","1.4","35.0","13.0","22.0","68.0","33.0","1014.1","1012.3","2.0","1.0","13.7","20.1","0"
"10.2","24.3","0.0","37.0","13.0","15.0","60.0","31.0","1015.2","1012.8","1.0","0.0","14.6","23.1","0"
"12.4","27.1","0.0","43.0","20.0","15.0","65.0","31.0","1014.1","1011.6","1.0","4.0","17.2","25.6","0"
"15.4","27.7","0.0","33.0","22.0","13.0","58.0","27.0","1015.7","1013.3","0.0","1.0","18.2","26.6","0"
"15.4","29.3","0.0","24.0","13.0","7.0","40.0","24.0","1017.2","1015.6","6.0","5.0","19.9","28.1","0"
"17.0","31.8","0.0","30.0","13.0","9.0","30.0","18.0","1019.3","1016.7","1.0","1.0","22.0","30.7","0"
"18.3","30.1","0.0","35.0","9.0","17.0","38.0","27.0","1017.8","1016.4","7.0","7.0","21.5","28.8","0"
"15.9","29.5","0.0","33.0","9.0","19.0","48.0","20.0","1018.2","1015.7","1.0","0.0","20.5","28.9","0"
"12.9","27.7","0.0","31.0","9.0","17.0","46.0","24.0","1017.9","1015.1","1.0","3.0","17.1","26.5","0"
"14.7","27.2","0.0","24.0","0.0","9.0","51.0","31.0","1016.5","1014.0","7.0","7.0","17.8","26.5","0"
"17.1","22.5","0.0","20.0","2.0","7.0","51.0","40.0","1018.2","1016.1","8.0","8.0","18.2","22.0","0"
"14.7","24.8","0.0","35.0","13.0","17.0","64.0","30.0","1018.4","1015.9","7.0","1.0","16.3","23.7","0"
"8.8","24.7","0.0","24.0","7.0","15.0","48.0","23.0","1019.3","1016.5","2.0","1.0","13.9","23.3","0"
"12.5","29.2","0.0","35.0","13.0","19.0","32.0","17.0","1017.7","1015.3","1.0","1.0","18.6","28.5","0"
"15.7","31.0","0.0","31.0","4.0","15.0","32.0","20.0","1018.6","1017.1","0.0","0.0","21.7","29.0","0"
"14.8","30.1","0.0","26.0","15.0","9.0","44.0","25.0","1022.3","1018.7","1.0","5.0","21.3","29.4","0"
"14.0","31.4","0.0","24.0","13.0","9.0","41.0","19.0","1019.0","1014.3","2.0","1.0","22.0","30.9","0"
"16.7","34.2","0.0","35.0","24.0","17.0","42.0","14.0","1016.1","1012.1","0.0","1.0","25.4","33.5","0"
"21.1","35.8","0.0","44.0","20.0","20.0","31.0","18.0","1015.2","1012.8","1.0","1.0","28.8","35.1","0"
"14.6","27.2","0.0","41.0","15.0","11.0","49.0","23.0","1022.4","1018.8","5.0","6.0","18.2","26.4","0"
"16.9","27.0","0.0","35.0","17.0","11.0","27.0","26.0","1023.1","1019.0","7.0","1.0","19.3","26.2","0"
"13.2","28.6","0.0","28.0","13.0","13.0","40.0","26.0","1021.6","1018.2","8.0","2.0","20.0","28.1","0"
"13.8","27.4","0.0","28.0","13.0","11.0","31.0","24.0","1021.2","1018.2","6.0","7.0","21.2","26.5","0"
"13.0","25.3","0.0","31.0","13.0","20.0","46.0","32.0","1021.6","1018.4","1.0","3.0","18.5","24.6","0"
"11.8","26.0","0.0","33.0","13.0","19.0","43.0","21.0","1022.3","1019.0","0.0","0.0","19.3","25.5","0"
"13.3","29.1","0.0","31.0","17.0","15.0","51.0","21.0","1023.6","1020.3","0.0","1.0","19.1","28.5","0"
"16.4","29.9","0.0","39.0","24.0","13.0","47.0","26.0","1025.9","1022.2","5.0","6.0","22.2","27.9","0"
"16.4","29.0","0.0","33.0","24.0","13.0","44.0","28.0","1024.0","1019.8","0.0","1.0","22.4","28.2","0"
"19.1","29.5","0.0","41.0","17.0","13.0","26.0","25.0","1019.9","1016.5","7.0","7.0","25.7","27.8","0"
"16.6","30.3","0.0","41.0","9.0","9.0","45.0","19.0","1019.1","1014.7","3.0","6.0","22.7","29.0","0"
"13.7","27.2","0.8","22.0","13.0","11.0","64.0","28.0","1018.6","1015.3","2.0","3.0","19.0","26.4","0"
"14.4","28.9","0.0","24.0","13.0","9.0","55.0","25.0","1019.9","1017.1","7.0","5.0","20.3","28.0","0"
"14.8","29.4","0.0","24.0","13.0","11.0","46.0","20.0","1022.0","1018.7","7.0","2.0","21.9","28.9","0"
"17.9","31.7","0.0","26.0","19.0","7.0","37.0","16.0","1021.0","1017.7","3.0","2.0","23.5","31.5","0"
"18.0","27.7","0.0","37.0","13.0","24.0","58.0","35.0","1021.6","1018.8","3.0","1.0","20.1","26.4","0"
"10.4","25.5","0.0","30.0","13.0","17.0","52.0","31.0","1024.2","1021.3","0.0","1.0","14.6","24.8","0"
"13.5","25.3","0.0","39.0","20.0","22.0","49.0","25.0","1027.7","1024.3","0.0","1.0","18.5","24.8","0"
"12.2","25.4","0.0","33.0","17.0","11.0","50.0","27.0","1028.9","1025.1","0.0","0.0","18.4","24.7","0"
"13.3","26.8","0.0","31.0","24.0","11.0","53.0","31.0","1027.2","1022.8","0.0","1.0","19.5","26.1","0"
"14.7","27.7","0.0","39.0","26.0","9.0","50.0","33.0","1023.7","1019.6","2.0","7.0","20.4","26.6","0"
"16.9","29.3","0.0","33.0","19.0","15.0","43.0","29.0","1021.9","1018.4","0.0","1.0","21.5","28.0","0"
"19.3","28.2","0.0","100.0","19.0","17.0","42.0","39.0","1018.5","1014.6","8.0","8.0","21.7","27.4","1"
"16.5","25.9","38.6","31.0","15.0","11.0","82.0","59.0","1018.0","1014.8","0.0","4.0","19.9","25.3","1"
"17.3","23.5","3.2","31.0","13.0","11.0","80.0","38.0","1016.1","1015.6","0.0","0.0","20.9","23.1","0"
"10.6","20.0","0.0","22.0","15.0","6.0","64.0","52.0","1017.3","1014.3","0.0","5.0","14.3","19.7","0"
"9.0","22.2","0.2","31.0","6.0","17.0","87.0","38.0","1014.7","1011.6","0.0","0.0","15.4","21.5","0"
"10.7","22.1","0.0","20.0","9.0","11.0","63.0","44.0","1018.5","1016.6","0.0","0.0","16.4","21.8","0"
"11.1","24.5","0.0","22.0","15.0","6.0","53.0","43.0","1020.9","1017.1","0.0","0.0","17.3","23.8","0"
"12.9","26.3","0.0","24.0","15.0","6.0","54.0","33.0","1019.5","1016.2","0.0","0.0","19.3","25.7","0"
"15.0","25.8","0.0","31.0","17.0","17.0","52.0","46.0","1017.7","1014.1","3.0","5.0","19.8","25.4","1"
"18.0","21.0","6.8","43.0","24.0","20.0","67.0","92.0","1011.8","1008.8","8.0","8.0","20.0","17.1","1"
"16.5","21.2","43.0","52.0","24.0","30.0","96.0","42.0","1005.7","1006.2","8.0","1.0","18.8","19.0","1"
"12.8","18.5","1.2","39.0","20.0","20.0","75.0","71.0","1013.5","1014.1","1.0","8.0","15.4","17.4","0"
"7.5","17.3","0.2","31.0","13.0","17.0","72.0","48.0","1023.1","1020.4","0.0","0.0","12.2","17.0","0"
"7.7","20.0","0.0","20.0","9.0","11.0","70.0","53.0","1022.5","1020.5","0.0","4.0","13.3","19.7","0"
