"Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainTomorrow"
"2012-10-27","Cobar","10.2","23.9","0","7.2","11","SSW",39,"SSE","SSW",22,20,43,11,"1018.4","1016.6",1,1,"14.6","22.8","No"
"2012-10-28","Cobar","9.5","29","0","10.2","12.4","ESE",31,"ESE","ENE",19,9,39,13,"1020.7","1017.5",1,2,"17.4","27.5","No"
"2012-10-29","Cobar","16.4","29.5","0","7","10.6","N",37,"NNE","NNE",20,13,52,18,"1020.1","1016.3",1,7,"21","28.3","No"
"2012-10-30","Cobar","15.6","29.8","0","7.6","12","N",31,"N","NE",15,9,47,23,"1018","1014.5",7,7,"19.3","28.9","No"
"2012-10-31","Cobar","16.8","34.5","0","7.8","11.1","NW",35,"N","N",17,19,34,12,"1017","1013.4",1,2,"24.9","32.9","No"
"2012-11-01","Cobar","18.9","33.4","0","5.6","10.3","WNW",52,"NNW","SSW",24,28,19,31,"1009.7","1009",7,5,"28","27.4","No"
"2012-11-02","Cobar","10.9","26.1","0","11","10.5","S",39,"S","S",17,17,40,15,"1016.7","1013.2",0,1,"14","24.8","No"
"2012-11-03","Cobar","13.9","28.4","0","9.6","7.4","SSE",30,"E","SSW",11,9,44,19,"1015.3","1013.2",7,5,"16.4","26.3","No"
"2012-11-04","Cobar","14.7","33.3","0","6.2","13.2","ESE",41,"NE","ENE",17,11,38,12,"1015.8","1013",0,1,"22.7","32.2","No"
"2012-11-05","Cobar","20.1","36.6","0","10.6","13","NNE",43,"N","ENE",20,24,30,12,"1015.1","1011.3",1,7,"28.3","35.8","Yes"
"2012-11-06","Cobar","22.6","32.5","1.2","16.2","0","N",65,"NNE","NNE",17,28,37,38,"1012.4","1011.1",7,8,"25.3","28.9","Yes"
"2012-11-07","Cobar","18.5","28.7","10.6","6.8","0","W",57,"ENE","SW",22,28,90,90,"1010.8","1008.6",8,8,"19.3","20.7","Yes"
"2012-11-08","Cobar","16.9","28.4","7.6","2.8","3.9","S",28,"SSW","SSE",7,15,82,28,"1012.4","1011",6,7,"20.3","27","No"
"2012-11-09","Cobar","16.8","26.9","0.2","7.2","10.3","SW",43,"S","SW",20,20,37,15,"1018","1016.7",6,7,"19.8","25.6","No"
"2012-11-10","Cobar","14","26","0","9","10.9","SSW",39,"SSE","S",15,17,31,12,"1021.7","1019.1",2,1,"18.2","24.4","No"
"2012-11-11","Cobar","12.8","28.9","0","10","11.4","E",35,"E","NNE",24,13,48,21,"1023.1","1019.1",0,1,"18.9","27","No"
"2012-11-12","Cobar","17.1","33.2","0","10.4","12.7","NNE",43,"NNE","W",28,11,39,16,"1021.2","1017.2",0,1,"22.1","32.3","No"
"2012-11-13","Cobar","19.4","33.5","0","10.4","11.2","WNW",37,"WNW","W",13,9,26,20,"1018.5","1015.2",2,7,"26.5","31.1","No"
"2012-11-14","Cobar","16.2","31.5","0","10.2","12.4","WSW",37,"SSE","SW",13,15,21,12,"1017.2","1013.8",2,1,"21.6","30.4","No"
"2012-11-15","Cobar","16.1","35.2","0","11.2","10.3","WSW",37,"E","SW",11,9,16,8,"1013.6","1009.8",6,5,"25.8","34","No"
"2012-11-16","Cobar","17.2","21.7","1","11.8","0","S",50,"SSE","SSW",11,11,85,93,"1010.4","1010.7",8,8,"17.2","17.7","Yes"
"2012-11-17","Cobar","11.8","27.4","6.2","2.2","12.5","SSW",39,"SSE","SW",9,9,40,19,"1013.4","1010.2",2,8,"18.9","25.8","No"
"2012-11-18","Cobar","11.8","29.3","0","9.4","12.4","SW",43,"SSE","SW",15,22,21,9,"1013","1010.7",0,0,"21.5","28.5","No"
"2012-11-19","Cobar","12.9","27.3","0","11.4","10.9","ESE",48,"SSE","SSE",15,19,27,10,"1016.3","1013.9",0,0,"19.5","26.4","No"
"2012-11-20","Cobar","15.8","29.9","0","10.8","11.4","ENE",43,"ENE","SE",30,11,36,17,"1018.8","1015.2",1,5,"20","27.9","No"
"2012-11-21","Cobar","16.6","35","0","10","12.7","NE",37,"NE","W",20,17,36,9,"1014.9","1010.9",2,3,"22.8","33.9","No"
"2012-11-22","Cobar","17.2","31","0","12","12.4","S",39,"SSE","SSW",17,20,15,1,"1015","1012.4",1,1,"21.6","29.7","No"
"2012-11-23","Cobar","16.5","32.6","0","12.8","12.7","SW",26,"SE","SW",11,11,42,11,"1015.3","1011.9",4,7,"22.2","32","No"
"2012-11-24","Cobar","18.7","36.9","0","9.6","12.1","ENE",28,"NE","NW",15,13,42,8,"1013.9","1010.3",7,3,"25.9","35.7","No"
"2012-11-25","Cobar","22.3","39.1","0","12","10.3","SW",33,"NE","SSW",20,17,18,10,"1013.2","1011",1,3,"32.3","38","No"
"2012-11-26","Cobar","24","39","0","13","1.5","W",59,"NE","NNW",17,7,26,14,"1013.2","1009.8",4,8,"31.4","37.6","Yes"
"2013-01-01","Cobar","23.6","40.2","0","12.4","11.1","WNW",43,"N","WSW",19,24,21,8,"1012.7","1008.9",1,2,"31.5","38.9","No"
"2013-01-02","Cobar","21.4","37.7","0","15.2","10.3","SW",48,"SE","SSW",15,13,13,7,"1012.2","1009.7",1,3,"29.4","36","No"
"2013-01-03","Cobar","19.7","38.9","0","15.8","13.2","S",44,"E","E",19,9,31,9,"1012.5","1008.6",1,0,"27.3","37.3","No"
"2013-01-04","Cobar","26.5","42.1","0","3.4","12","ENE",44,"NE","ENE",30,19,39,14,"1009.7","1006.2",2,3,"29.3","39.5","No"
"2013-01-05","Cobar","29.3","43.5","0","10.6","12","NNE",46,"NNE","NE",26,20,27,16,"1011.5","1009.8",1,1,"34.1","40.5","No"
"2013-01-06","Cobar","27.6","43.7","0","49.4","12.6","ESE",46,"SSE","SSE",7,20,30,13,"1015.4","1012.4",1,5,"34.8","41.9","No"
"2013-01-07","Cobar","27.7","41.1","0","18.8","12.7","NE",44,"NNE","E",30,20,32,17,"1017","1012.8",0,0,"30.4","38.6","No"
"2013-01-08","Cobar","26.3","41.9","0","19","12.7","NW",46,"NNW","WNW",28,19,23,9,"1009.4","1003",1,1,"32.1","40.5","No"
"2013-01-09","Cobar","19.9","29.7","0","15.8","11","SSW",46,"SSW","SSW",24,20,47,12,"1002.5","1002.3",1,1,"20.9","27.6","No"
"2013-01-10","Cobar","15.6","34.9","0","14.2","12.7","ESE",30,"ESE","SW",20,13,22,8,"1006.2","1004.1",0,0,"22.7","33.1","No"
"2013-01-11","Cobar","20","43.4","0","10","12.7","N",35,"NE","W",15,19,31,3,"1006.3","1003.7",0,0,"28.6","41","No"
"2013-01-12","Cobar","25.8","46","0","14.4","12.4","SSW",52,"NNE","SW",11,20,13,4,"1007","1005.5",6,3,"34","44.8","No"
"2013-01-13","Cobar","24.2","41.7","0","18.4","12.4","S",63,"ESE","SW",17,26,22,14,"1005.8","1003.8",1,6,"31.8","40.5","No"
"2013-01-14","Cobar","16.1","32","0","15.8","10.5","SSE",41,"S","S",22,20,49,9,"1013.8","1010.6",1,6,"19","30.6","No"
"2013-01-15","Cobar","18.9","35.4","0","14.6","10.5","E",52,"ENE","NNW",24,20,38,29,"1013","1009.9",1,1,"22.6","32.9","No"
"2013-01-16","Cobar","22.4","39.3","0","10.4","12.4","N",28,"N","NE",17,7,45,26,"1011.7","1009",1,5,"30.2","37.2","No"
"2013-01-17","Cobar","27.4","43","0","11.6","11.1","NNW",37,"NNW","NW",22,11,30,18,"1008.1","1004.7",0,5,"34.1","40","No"
"2013-01-18","Cobar","29.4","43.8","0","13.6","11.1","WNW",52,"NW","WNW",19,20,22,14,"1004.4","1001.5",3,7,"37.7","42.9","No"
"2013-01-19","Cobar","26.1","29.7","0","18","3.3","SSW",41,"S","S",26,19,43,74,"1009.3","1008.7",7,7,"26.3","23.3","No"
"2013-01-20","Cobar","20.6","36.6","0","3.2","12.1","E",26,"ESE","SW",15,13,65,30,"1011.3","1008.3",1,3,"24.9","34.3","No"
"2013-01-21","Cobar","24.7","39.2","0","11","11.3","WSW",50,"NE","ESE",26,9,50,21,"1010.2","1005.4",1,7,"28.6","37.1","No"
"2013-01-22","Cobar","22.1","38.4","0.6","9.2","10.7","SW",39,"NNE","NNE",19,9,53,24,"1009.5","1006.4",3,5,"27.1","36.2","No"
"2013-01-23","Cobar","22.6","38.5","0","10.8","13","E",48,"N","SE",13,11,43,18,"1010.8","1007.2",1,6,"29.5","37","No"
"2013-01-24","Cobar","22.9","37.3","0","13.8","11.4","ENE",39,"ENE","ENE",22,13,55,27,"1011.8","1008.5",0,1,"26.7","36.4","No"
"2013-01-25","Cobar","24.7","39.1","0","15.2","12.7","ESE",33,"N","NNE",19,9,52,20,"1009.3","1005.1",1,1,"28.4","36.8","No"
"2013-01-26","Cobar","24.4","38.6","0","13.4","13.6","NE",59,"NNE","WSW",19,13,37,22,"1007.8","1004.2",1,6,"29.9","37.2","No"
"2013-01-27","Cobar","21.3","34","0","14.6","12.7","SSW",39,"S","SSE",22,13,25,21,"1007.1","1004.5",1,1,"24.6","32.2","No"
"2013-01-28","Cobar","19.8","35.6","0","10","12.4","S",41,"SE","S",15,22,37,15,"1005","1002.1",1,1,"25.7","34.1","No"
"2013-01-29","Cobar","20.6","31.7","0","13.4","10.3","SW",65,"SW","SSW",22,24,40,21,"1007.4","1007.1",0,1,"22.2","29.9","No"
"2013-01-30","Cobar","16","33.7","0","15","12.4","S",26,"SE","WSW",13,11,23,8,"1013.4","1011",0,0,"22.1","31.2","No"
"2013-01-31","Cobar","17.6","37.9","0","10.8","11.4","NNW",48,"E","NW",11,26,12,5,"1010.7","1006",0,1,"27.2","36.8","Yes"
"2013-03-01","Cobar","13","21.1","39.2","2.6","0.2","SSE",46,"SSW","SSE",13,26,96,68,"1010.6","1010.6",8,8,"14","20.6","No"
"2013-03-02","Cobar","13.7","25.4","0.2","2.6","0","ESE",54,"SE","ESE",24,26,57,44,"1014.8","1013.4",1,7,"18.1","25.4","Yes"
"2013-03-03","Cobar","15.9","27.3","6.2","5.4","0","ESE",59,"ESE","E",28,26,90,52,"1015.1","1013.4",7,7,"16.9","25.8","No"
"2013-03-04","Cobar","16.9","30.4","0.8","6","11.2","E",43,"E","ENE",28,24,67,40,"1015.6","1013.4",5,3,"20.7","28.8","No"
"2013-03-05","Cobar","18.8","30.7","0","10.2","11.2","ENE",41,"ENE","E",26,19,61,37,"1016.2","1013.5",4,7,"21.5","29.3","No"
"2013-03-06","Cobar","20.3","31.2","0","4.8","12","ENE",43,"NE","NE",24,19,55,33,"1016.8","1013.9",1,2,"22.9","30","No"
"2013-03-07","Cobar","18.8","31.7","0","8.6","10.3","NE",31,"ENE","NNE",20,17,48,29,"1016.8","1014.4",1,5,"23.8","31","No"
"2013-03-08","Cobar","20.6","32.2","0","8.8","10","ENE",35,"E","ENE",17,17,47,26,"1017.9","1015.1",4,5,"24","31.4","No"
"2013-03-09","Cobar","19.4","31.7","0","9.4","9.3","ENE",33,"ENE","NNW",13,9,51,30,"1018.1","1015.5",3,5,"23.2","30.3","No"
"2013-03-10","Cobar","21.6","32.1","0","8.1","9.3","NE",44,"ENE","ENE",11,13,49,27,"1017.4","1014.9",7,7,"24.6","30.8","No"
"2013-03-11","Cobar","19.6","33.5","0","5.8","10.7","ESE",35,"ESE","ESE",9,20,46,26,"1017","1014.5",3,2,"25","32.5","No"
"2013-03-12","Cobar","20.1","32.2","0","10.2","12.7","NNE",35,"NE","SSE",22,9,52,27,"1017.2","1013.3",1,1,"23.5","31.1","No"
"2013-03-13","Cobar","19.9","33.2","0","10","12.7","NNE",28,"NE","ENE",17,9,42,24,"1012.3","1009.1",1,1,"23.6","32","No"
"2013-03-14","Cobar","20.7","32.4","0","4.6","13.1","S",31,"S","SSW",20,17,33,24,"1010.8","1009.4",1,4,"22.5","31.1","No"
"2013-03-15","Cobar","16.7","33.2","0","11.2","12.5","SW",33,"SE","NW",11,9,36,23,"1014.8","1012.4",0,1,"22.2","32.1","No"
"2013-03-16","Cobar","16.5","31.4","0","8.1","11.1","SSW",48,"SSW","WSW",9,26,32,13,"1014","1011.5",1,1,"20.4","30.5","No"
"2013-03-17","Cobar","14.8","23.8","0","10.8","11","S",44,"SSW","S",19,19,57,21,"1017.8","1016.8",1,0,"15.8","23","No"
"2013-03-18","Cobar","11","27.2","0","8.4","13.2","NE",26,"SE","E",15,11,37,21,"1018.3","1016.2",1,2,"15.7","25.7","No"
"2013-03-19","Cobar","15.5","29.2","0","6.4","11","NE",39,"E","NE",20,7,54,31,"1018.9","1016.4",1,5,"18.6","28.2","No"
"2013-03-20","Cobar","18.5","31.2","0","7.6","10.6","NNE",46,"NE","NNE",24,22,52,26,"1019.9","1016.3",1,1,"21.1","29.2","No"
"2013-03-21","Cobar","20.5","31.2","0","12","3.2","NNE",56,"NNE","SW",30,28,58,53,"1014.5","1011",7,7,"22.5","25","Yes"
"2013-03-22","Cobar","18.7","32.4","7.8","7","5.9","NNE",39,"N","N",15,13,76,65,"1013.4","1011.7",6,7,"23.4","27.8","No"
"2013-03-23","Cobar","18.4","30.7","0","5.6","9.6","S",30,"NNW","SW",2,9,85,36,"1016.5","1014.3",6,2,"21.6","28.9","No"
"2013-03-24","Cobar","14.8","31.4","0","5.8","12.5","SW",39,"SSE","SW",6,20,46,15,"1016.6","1014.2",1,1,"20.2","29.7","No"
"2013-03-25","Cobar","15","32.7","0","8","10.3","SW",24,"SE","SSW",9,13,32,12,"1017.5","1015",0,1,"20.8","31.1","No"
"2013-03-26","Cobar","16.6","34.2","0","7.4","12.4","N",30,"ENE","ESE",15,9,27,13,"1016.2","1013.1",7,1,"22.2","32.3","No"
"2013-03-27","Cobar","21.9","35.8","0","9.8","11","NNE",46,"NNE","NNE",26,24,51,27,"1015.1","1012",1,1,"25.4","34.9","No"
"2013-03-28","Cobar","23.4","30.1","0","13.4","3.7","SSW",48,"NNE","SW",17,30,47,69,"1015.3","1016.1",7,7,"24.8","23.3","No"
"2013-03-29","Cobar","10.8","23.9","1","4","12.4","S",30,"SSE","S",13,19,63,19,"1020.3","1017.4",1,1,"13.6","22.1","No"
"2013-03-30","Cobar","9","24.9","0","6.2","10.3","SSW",26,"SE","WSW",13,7,49,24,"1016.6","1013.1",1,7,"15.7","23.9","No"
"2013-03-31","Cobar","14.6","22","0.4","4.8","0.7","S",31,"SSW","S",11,11,70,46,"1015.8","1014.8",7,7,"15.9","19.8","No"
"2013-04-01","Cobar","11.5","26.1","0","3.4","11.6","WSW",30,"S","SSW",6,11,67,27,"1019.3","1016.8",0,4,"16.4","24.9","No"
"2013-04-02","Cobar","11.5","25.6","0","6.8","12","SW",39,"SSW","SW",9,20,56,26,"1019.3","1016.9",0,1,"14.6","24.5","No"
"2013-04-03","Cobar","14","27.4","0","7.2","11","SSE",31,"SSE","SSW",9,11,49,27,"1020","1018.1",1,4,"18.2","26.1","No"
"2013-04-04","Cobar","13.9","28.1","0","6.2","10","E",31,"E","E",19,17,65,33,"1023.5","1021.7",0,5,"17.2","25.8","No"
"2013-04-05","Cobar","16","28.6","0","7","5.8","NE",35,"ENE","ESE",19,13,65,31,"1026.3","1023.5",7,5,"17.6","27.2","No"
"2013-04-06","Cobar","16.4","26.6","0","6.6","11.2","ENE",28,"E","ESE",17,9,59,43,"1024.2","1021",8,7,"17.1","24.2","No"
"2013-04-07","Cobar","14.6","28.2","0","3.6","11.3","SE",30,"NE","N",15,9,46,26,"1022.9","1019.6",1,3,"22.1","27.3","No"
"2013-04-08","Cobar","14.6","28.6","0","4.6","6.4","S",30,"ESE","ESE",9,11,36,17,"1024.1","1020.8",5,7,"23","28.2","No"
"2013-04-09","Cobar","14.4","28.7","0","6.8","12.4","E",31,"ENE","ESE",19,17,37,19,"1024.2","1020.2",3,5,"21.4","27.6","No"
"2013-04-10","Cobar","13.9","28.6","0","5","11.4","ENE",39,"ENE","ESE",13,20,49,19,"1022.7","1018.7",0,2,"20.8","28.4","No"
"2013-04-12","Cobar","15.7","28.5","0","4","10.4","E",30,"ENE","E",19,11,40,22,"1022.9","1018.8",2,1,"21.5","27.7","No"
"2013-04-13","Cobar","15.1","29.5","0","2.4","7.9","NW",31,"NE","SSE",19,11,40,20,"1019.4","1014.7",1,1,"21.5","28.1","No"
"2013-04-14","Cobar","16.6","31.1","0","12.6","12.7","NW",24,"NW","WSW",7,13,24,14,"1014.7","1010.5",1,1,"25","30.2","No"
"2013-04-15","Cobar","17.4","28.9","0","7","7","SW",39,"S","SW",9,20,27,28,"1011.1","1008.9",5,7,"25.1","27.2","No"
"2013-04-16","Cobar","11.7","23.3","0","5","10.4","WSW",35,"S","SW",9,19,46,28,"1015.5","1012.8",1,1,"17.8","22.2","No"
"2013-04-17","Cobar","9.7","22.9","0","7","12.3","SW",33,"SSE","WSW",7,15,36,22,"1016.6","1013.4",4,6,"16.8","21.8","No"
"2013-04-18","Cobar","8.1","23.3","0","4.6","10.5","SSW",41,"S","WSW",7,22,39,18,"1017.7","1014.9",0,5,"15.8","22.5","No"
"2013-04-19","Cobar","9.2","18.9","0","7.6","10.6","SW",37,"S","S",19,19,55,20,"1019.8","1016.7",7,7,"11.5","18.2","No"
"2013-04-20","Cobar","6.6","21.4","0","4.2","11","S",31,"SSE","S",13,17,37,26,"1018.3","1014.3",0,1,"12.7","21","No"
"2013-04-21","Cobar","10.3","22.1","0","4.6","9.4","NNE",39,"NE","NW",24,17,50,34,"1014.4","1011.4",3,8,"16.6","21.2","No"
"2013-04-22","Cobar","11.5","24.2","0","2.8","11.2","WSW",31,"SSW","WSW",11,20,36,27,"1012.2","1010",1,1,"17.4","23.6","No"
"2013-04-23","Cobar","8.2","24","0","5.2","11.3","WSW",37,"S","WSW",6,15,44,32,"1017.1","1015.1",1,2,"17","23","No"
"2013-04-24","Cobar","7.9","21.2","0","5.4","10.8","SW",33,"SSE","WSW",9,20,48,27,"1021.7","1018.3",1,1,"14.6","20.6","No"
"2013-04-25","Cobar","7.2","23.2","0","5","10.9","SSW",31,"SSW","S",9,17,36,27,"1025.2","1022",0,1,"15.6","22.5","No"
"2013-04-26","Cobar","9.8","25.2","0","4.6","12","SW",35,"SSW","SW",6,9,40,27,"1026.4","1022",0,0,"18.7","24.3","No"
"2013-04-27","Cobar","12.2","27.1","0","5","7.9","WNW",24,"NE","WNW",13,11,38,20,"1022.2","1018.7",1,3,"20.1","25.5","No"
"2013-04-28","Cobar","12.9","29","0","3.2","11.1","WNW",28,"N","NW",15,13,26,10,"1020.6","1017.6",0,0,"21.7","28.2","No"
"2013-04-29","Cobar","14.8","30.4","0","6.2","12.5","WNW",37,"N","SW",11,6,14,13,"1022.7","1020",2,1,"23.7","29.6","No"
"2013-04-30","Cobar","16.3","30.5","0","5.8","11.6","E",28,"ESE","WSW",17,13,39,13,"1023.3","1019",6,1,"21.6","29.7","No"
"2013-05-01","Cobar","12.9","29.2","0","5.2","12","SW",41,"W","SW",11,20,30,22,"1020.5","1017.2",1,1,"21","27.9","No"
"2013-05-02","Cobar","10.5","22","0","4","9.6","SSE",33,"SSE","S",19,13,36,14,"1024.9","1021.8",7,1,"14.5","21.4","No"
"2013-05-03","Cobar","7.7","25.7","0","5.6","12","ENE",30,"NE","SSW",20,7,46,16,"1025.5","1020.6",1,5,"14.6","25.3","No"
"2013-05-04","Cobar","11.8","27.3","0","3.6","10.3","SW",30,"W","SSW",13,15,15,13,"1022.7","1019.8",2,1,"21.2","26.7","No"
"2013-05-05","Cobar","6.3","21.9","0","7.4","12.4","WSW",20,"ESE","SSW",11,9,42,11,"1023.5","1019.5",2,7,"12.3","21","No"
"2013-05-06","Cobar","8.6","22.9","0","3.2","9.9","ESE",24,"E","SE",13,13,52,22,"1023.1","1019.4",7,4,"13.6","22.6","No"
"2013-05-07","Cobar","10.8","26","0","4.6","10","ENE",31,"ENE","NNE",20,13,54,39,"1024.5","1021.3",3,2,"16","24.4","No"
"2013-05-08","Cobar","14.5","25","0","4.6","11.2","ESE",31,"E","NNE",20,9,50,54,"1028.1","1025",6,7,"17.4","21.7","Yes"
"2013-05-09","Cobar","12.4","25.4","2.8","3.6","10","NE",26,"E","NE",13,11,62,30,"1028.8","1026",1,2,"16.4","23.8","No"
"2013-05-10","Cobar","11.8","25","0","3.6","10.4","ENE",30,"E","E",15,15,52,24,"1029.1","1026.1",4,1,"16.2","24.5","No"
"2013-05-11","Cobar","9","25.5","0","4.8","10.6","NNE",35,"NE","NNE",19,19,40,30,"1027.8","1023.6",0,1,"16.5","23.7","No"
"2013-05-12","Cobar","12.8","26.1","0","5.6","3.2","NNE",41,"NNE","NNE",26,20,52,33,"1024","1019.5",2,7,"18","24.4","Yes"
"2013-05-13","Cobar","13.7","16.4","1.2","5","0","ENE",43,"ENE","WNW",9,11,96,87,"1018.2","1015.4",7,8,"14.2","16.1","Yes"
"2013-05-14","Cobar","4.8","16.7","3","1.8","10.9","W",30,"S","WSW",6,15,75,42,"1017.6","1014.8",0,4,"9.9","15.6","No"
"2013-05-15","Cobar","7.5","19.1","0","1.8","8.4","WNW",30,"NW","W",13,13,58,40,"1016.3","1013.2",4,7,"13","18.8","No"
"2013-05-16","Cobar","10.2","19.2","0","3","8.3","WSW",39,"W","WSW",15,17,68,48,"1015.2","1012.8",4,7,"14","17.9","No"
"2013-05-17","Cobar","5.8","18.4","0.2","2.6","10.3","SW",30,"NW","S",9,17,76,40,"1019.1","1016.5",1,3,"11.3","17.3","No"
"2013-05-18","Cobar","6.3","16.5","0","4.9","5.5","WSW",28,"W","SW",6,15,66,40,"1020","1017.8",8,7,"10.3","15.3","No"
"2013-05-19","Cobar","6.6","17.3","0","2","10.6","S",33,"SW","SW",9,15,57,32,"1022.3","1019.1",1,1,"11.6","16.9","No"
"2013-05-20","Cobar","7.5","21.1","0","3.2","12.4","WSW",28,"N","SSW",15,11,35,28,"1021.4","1017.6",2,1,"13.8","20.3","No"
"2013-05-21","Cobar","9.7","20.3","0","3.2","3","N",26,"N","NW",13,17,43,24,"1019.1","1016.6",7,7,"13.7","19","Yes"
"2013-05-22","Cobar","9.8","11.5","7.2","3.4","0","NE",44,"ENE","NE",20,15,96,95,"1010.5","1006.2",8,8,"10","11.3","Yes"
"2013-05-23","Cobar","9.5","14.2","8.4","0.2","4.5","SSE",28,"SE","SE",9,13,86,71,"1012.7","1012.9",7,7,"11.2","13.3","No"
"2013-05-24","Cobar","6.4","17.7","0.8","1.2","10.5","SSW",39,"S","S",13,20,72,36,"1021.8","1020.7",0,1,"10.6","17.3","No"
"2013-05-25","Cobar","4.5","17.9","0","3","10.5","SSW",28,"S","S",13,13,73,34,"1027","1025.1",0,1,"8.8","17.4","No"
"2013-05-26","Cobar","4.4","17.5","0","2","10.5","SSE",28,"S","S",9,13,83,48,"1029.5","1026.3",0,1,"8.9","17.2","No"
"2013-05-27","Cobar","5.6","18.2","0","2.2","9.7","ESE",24,"ESE","ENE",9,7,79,42,"1028.4","1025.9",7,3,"11","17.5","No"
"2013-05-28","Cobar","6.7","20.8","0","1.4","7.8","NE",28,"NE","NNE",17,15,67,30,"1029","1026.1",7,7,"11.8","20.5","No"
"2013-05-29","Cobar","9.7","22.9","0","2.6","10.6","NNE",37,"NE","NNE",20,19,73,45,"1028.7","1024.9",2,7,"15.1","21.8","No"
"2013-05-30","Cobar","14.1","21.2","0","3.6","10.6","NNE",41,"NNE","NE",26,13,65,71,"1026.6","1023.6",5,7,"16.2","17.7","No"
"2013-05-31","Cobar","13.3","23.8","0.2","3.6","9.5","NNE",37,"NE","NNE",17,20,69,41,"1025.8","1021.4",7,7,"16.1","23","No"
"2013-06-01","Cobar","16.1","16.9","0","5.2","3.7","N",43,"NNE","N",20,15,67,90,"1018.6","1014.8",8,8,"16.8","15.8","Yes"
"2013-06-02","Cobar","12.5","15.6","14.2","0.4","6","SSW",46,"WSW","SW",19,26,92,58,"1014.4","1015.8",8,2,"12.8","15","No"
"2013-06-03","Cobar","4.8","15.7","0","2.2","12.4","SSW",30,"SSW","SSW",13,17,90,43,"1025.1","1023.6",1,1,"7.8","15.4","No"
"2013-06-04","Cobar","4.7","15.7","0","1.8","7.7","ESE",20,"SE","SW",9,6,83,56,"1027.7","1024.5",7,7,"7.9","15","No"
"2013-06-05","Cobar","7.2","16.3","0","1.8","9.4","NNE",28,"NE","N",11,13,84,48,"1025.2","1022.2",7,7,"9.2","16","No"
"2013-06-06","Cobar","9.2","16.8","0","2.4","3.9","NE",26,"NNE","NW",17,6,63,60,"1021.9","1020.5",8,8,"13.7","16.7","Yes"
"2013-06-07","Cobar","12.5","18","1.2","2.2","3.8","SW",26,"SW","SW",13,15,91,55,"1024.5","1023.6",7,7,"13","18","No"
"2013-06-08","Cobar","7.3","18.2","0","1.6","8.8","SSE",20,"ESE","SE",11,9,60,42,"1029.9","1026.4",1,1,"12.2","17.4","No"
"2013-06-09","Cobar","5.9","20.8","0","2.2","10.6","NE",19,"ESE","NNE",7,11,92,39,"1026.5","1022.1",7,1,"9.3","20.3","Yes"
"2013-06-10","Cobar","9.2","18.4","18.2","1.6","5.5","SW",31,"E","SE",7,7,97,82,"1021.4","1019.6",7,7,"13.5","18.1","No"
"2013-06-11","Cobar","13.2","19.6","0.8","1.4","0","NNW",37,"ENE","ENE",11,19,99,75,"1019.8","1015.3",8,5,"14","18.7","Yes"
"2013-06-12","Cobar","12.9","18.1","28","2.4","0","NNW",35,"N","WNW",13,11,97,74,"1011.8","1008.5",7,6,"13.4","16.1","Yes"
"2013-06-13","Cobar","10.9","13.7","2.8","1.6","0","WNW",35,"NW","W",11,20,93,72,"1010.3","1009",7,7,"12.1","13.3","Yes"
"2013-06-14","Cobar","10.3","12.8","5.8","1.6","0","WSW",39,"WSW","WSW",15,19,87,71,"1012.9","1012.3",7,7,"10.8","12.5","Yes"
"2013-06-15","Cobar","7.1","13","1.2","1","8.5","SSW",33,"SW","SW",19,20,86,63,"1017.9","1017.4",7,1,"7.3","12.3","No"
"2013-06-16","Cobar","3.1","14","0","2","10.6","SW",22,"SW","SW",9,9,93,47,"1018.8","1015.4",2,1,"5.7","13.9","No"
"2013-06-17","Cobar","2.5","13.1","0","2","9.6","WSW",24,"WSW","SW",7,15,88,53,"1015.6","1013.1",5,1,"6.4","12.5","No"
"2013-06-18","Cobar","1","12.6","0.2","1.2","5.7","WSW",33,"SW","WSW",11,20,85,54,"1018.6","1017.6",5,7,"6","11.4","No"
"2013-06-19","Cobar","2.8","15.3","0","1.6","8.7","SE",24,"SSE","SE",6,11,84,45,"1024.5","1022.1",1,3,"7.6","14.8","No"
"2013-06-20","Cobar","6.2","15.4","0","1.6","5.5","N",28,"E","NNW",9,7,78,50,"1023.7","1020.2",7,7,"8.1","14.3","No"
"2013-06-21","Cobar","6.4","16.4","0","1.4","10.3","SW",19,"E","WNW",7,7,65,39,"1021.1","1018.6",1,1,"11.2","16","No"
"2013-06-22","Cobar","4.6","16.6","0","2","10.6","ENE",20,"E","ESE",11,7,69,42,"1023.1","1021.8",0,2,"10.3","14.9","No"
"2013-06-23","Cobar","4.5","16.4","0","1.6","10","ESE",20,"E","ENE",13,9,74,47,"1026.6","1024.2",1,6,"8.4","14.5","No"
"2013-06-24","Cobar","2.5","15.3","0","1.8","11.3","SW",31,"SW","WSW",7,17,90,42,"1025.4","1022.3",1,3,"7.3","14.6","No"
"2013-06-25","Cobar","4.9","15.7","0","1.6","3.7","SW",33,"SW","S",13,19,86,46,"1021.6","1018.8",7,5,"7.3","15.2","No"
"2013-06-26","Cobar","4.4","18.4","0","2.2","7.7","ESE",22,"SSE","ESE",9,13,78,49,"1021.7","1018.8",1,6,"8.9","17.8","Yes"
